date,track,artist
2020-08-22,Breaking Me,Topic   A7S
2020-08-22,Kings   Queens,Ava Max
2020-08-22,Dollaz On My Head,Gunna  Young Thug
2020-08-22,Got It On Me,Pop Smoke
2020-08-22,One Night Standards,Ashley McBryde
2020-08-22,Pretty Heart,Parker McCollum
2020-08-22,ily,surf mesa  Emilee
2020-08-22,Stuck With U,Ariana Grande   Justin Bieber
2020-08-22,Hate The Other Side,Juice WRLD   Marshmello  Polo G   The Kid LAROI
2020-08-22,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-08-22,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-08-22,Conversations,Juice WRLD
2020-08-22,Mood,24kGoldn  iann dior
2020-08-22,Don t Rush,Young T   Bugsey  Headie One
2020-08-22,Freestyle,Rod Wave
2020-08-22,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-08-22,Something Special,Pop Smoke
2020-08-22,I Called Mama,Tim McGraw
2020-08-22,After Party,Don Toliver
2020-08-22,Righteous,Juice WRLD
2020-08-22,Some Girls,Jameson Rodgers
2020-08-22,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-08-22,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-08-22,B tch From da Souf,Mulatto
2020-08-22,Need It,Migos  YoungBoy Never Broke Again
2020-08-22,Life s A Mess,Juice WRLD Halsey
2020-08-22,Past Life,Trevor Daniel Selena Gomez
2020-08-22,Move Ya Hips,A$AP Ferg  Nicki Minaj   MadeinTYO
2020-08-22,Be Kind,Marshmello   Halsey
2020-08-29,WAP,Cardi B  Megan Thee Stallion
2020-08-29,Laugh Now Cry Later,Drake  Lil Durk
2020-08-29,Rockstar,DaBaby  Roddy Ricch
2020-08-29,Blinding Lights,The Weeknd
2020-08-29,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-08-29,7 Summers,Morgan Wallen
2020-08-29,Watermelon Sugar,Harry Styles
2020-08-29,Roses,SAINt JHN
2020-08-29,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-08-29,I Hope,Gabby Barrett  Charlie Puth
2020-08-29,Go Crazy,Chris Brown   Young Thug
2020-08-29,Before You Go,Lewis Capaldi
2020-08-29,Break My Heart,Dua Lipa
2020-08-29,Midnight Sky,Miley Cyrus
2020-08-29,Adore You,Harry Styles
2020-08-29,Circles,Post Malone
2020-08-29,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-08-29,Come   Go,Juice WRLD Marshmello
2020-08-29,Mood Swings,Pop Smoke  Lil Tjay
2020-08-29,Savage,Megan Thee Stallion
2020-08-29,Popstar,DJ Khaled  Drake
2020-08-29,Rags2Riches,Rod Wave  ATR Son Son
2020-08-29,Death Bed,Powfu  beabadoobee
2020-08-29,Blueberry Faygo,Lil Mosey
2020-08-29,Die From A Broken Heart,Maddie   Tae
2020-08-29,Mood,24kGoldn  iann dior
2020-08-29,Don t Start Now,Dua Lipa
2020-08-29,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-08-29,The Bones,Maren Morris
2020-08-29,One Margarita,Luke Bryan
2020-08-29,Life Is Good,Future  Drake
2020-08-29,Wishing Well,Juice WRLD
2020-08-29,Cardigan,Taylor Swift
2020-08-29,Be Like That,Kane Brown With Swae Lee   Khalid
2020-08-29,Smile,Juice WRLD   The Weeknd
2020-08-29,Chasin  You,Morgan Wallen
2020-08-29,Intentions,Justin Bieber  Quavo
2020-08-29,We Paid,Lil Baby   42 Dugg
2020-08-29,Cool Again,Kane Brown
2020-08-29,Party Girl,StaySolidRocky
2020-08-29,Tap In,Saweetie
2020-08-29,Girls In The Hood,Megan Thee Stallion
2020-08-29,Say So,Doja Cat  Nicki Minaj
2020-08-29,Rain On Me,Lady Gaga   Ariana Grande
2020-08-29,Emotionally Scarred,Lil Baby
2020-08-29,Got What I Got,Jason Aldean
2020-08-29,The Box,Roddy Ricch
2020-08-29,If The World Was Ending,JP Saxe  Julia Michaels
2020-08-29,Nobody s Love,Maroon 5
2020-08-29,Why We Drink,Justin Moore
2020-08-29,The Bigger Picture,Lil Baby
2020-08-29,One Of Them Girls,Lee Brice
2020-08-29,Lovin  On You,Luke Combs
2020-08-29,My Future,Billie Eilish
2020-08-29,I Love My Country,Florida Georgia Line
2020-08-29,Like That,Doja Cat  Gucci Mane
2020-08-29,Be A Light,Thomas Rhett  Reba McEntire  Hillary Scott  Chris Tomlin   Keith Urban
2020-08-29,Kacey Talk,YoungBoy Never Broke Again
2020-08-29,Said Sum,Moneybagg Yo
2020-08-29,Greece,DJ Khaled  Drake
2020-08-29,Heather,Conan Gray
2020-08-29,More Than My Hometown,Morgan Wallen
2020-08-29,Done,Chris Janson
2020-08-29,Bluebird,Miranda Lambert
2020-08-29,I Should Probably Go To Bed,Dan   Shay
2020-08-29,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-08-29,The 1,Taylor Swift
2020-08-29,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-08-29,Bang,AJR
2020-08-29,God Whispered Your Name,Keith Urban
2020-08-29,24,Money Man  Lil Baby
2020-08-29,Toosie Slide,Drake
2020-08-29,Breaking Me,Topic   A7S
2020-08-29,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-08-29,Girl Of My Dreams,Rod Wave
2020-08-29,Kings   Queens,Ava Max
2020-08-29,Pretty Heart,Parker McCollum
2020-08-29,I Called Mama,Tim McGraw
2020-08-29,Dollaz On My Head,Gunna  Young Thug
2020-08-29,One Night Standards,Ashley McBryde
2020-08-29,ily,surf mesa  Emilee
2020-08-29,Exile,Taylor Swift  Bon Iver
2020-08-29,Martin   Gina,Polo G
2020-08-29,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-08-29,Got It On Me,Pop Smoke
2020-08-29,Some Girls,Jameson Rodgers
2020-08-29,Mamacita,Black Eyed Peas  Ozuna   J.Rey Soul
2020-08-29,After Party,Don Toliver
2020-08-29,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-08-29,Stuck With U,Ariana Grande   Justin Bieber
2020-08-29,Conversations,Juice WRLD
2020-08-29,Caramelo,Ozuna Karol G Myke Towers
2020-08-29,Hate The Other Side,Juice WRLD   Marshmello  Polo G   The Kid LAROI
2020-08-29,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-08-29,B tch From da Souf,Mulatto
2020-08-29,Righteous,Juice WRLD
2020-08-29,Past Life,Trevor Daniel Selena Gomez
2020-08-29,Something Special,Pop Smoke
2020-08-29,21,Polo G
2020-08-29,Lonely If You Are,Chase Rice
2020-09-05,Dynamite,BTS
2020-09-05,WAP,Cardi B  Megan Thee Stallion
2020-09-05,Laugh Now Cry Later,Drake  Lil Durk
2020-09-05,Rockstar,DaBaby  Roddy Ricch
2020-09-05,Blinding Lights,The Weeknd
2020-09-05,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-09-05,Watermelon Sugar,Harry Styles
2020-09-05,Roses,SAINt JHN
2020-09-05,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-09-05,Before You Go,Lewis Capaldi
2020-09-05,I Hope,Gabby Barrett  Charlie Puth
2020-09-05,Mood,24kGoldn  iann dior
2020-09-05,Go Crazy,Chris Brown   Young Thug
2020-09-05,Break My Heart,Dua Lipa
2020-09-05,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-09-05,Circles,Post Malone
2020-09-05,Adore You,Harry Styles
2020-09-05,Mood Swings,Pop Smoke  Lil Tjay
2020-09-05,Come   Go,Juice WRLD Marshmello
2020-09-05,Savage,Megan Thee Stallion
2020-09-05,Popstar,DJ Khaled  Drake
2020-09-05,Die From A Broken Heart,Maddie   Tae
2020-09-05,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-09-05,Death Bed,Powfu  beabadoobee
2020-09-05,The Bones,Maren Morris
2020-09-05,Be Like That,Kane Brown With Swae Lee   Khalid
2020-09-05,Don t Start Now,Dua Lipa
2020-09-05,Rags2Riches,Rod Wave  ATR Son Son
2020-09-05,Blueberry Faygo,Lil Mosey
2020-09-05,Lovin  On You,Luke Combs
2020-09-05,Tap In,Saweetie
2020-09-05,Wishing Well,Juice WRLD
2020-09-05,Got What I Got,Jason Aldean
2020-09-05,If The World Was Ending,JP Saxe  Julia Michaels
2020-09-05,Life Is Good,Future  Drake
2020-09-05,Cardigan,Taylor Swift
2020-09-05,One Margarita,Luke Bryan
2020-09-05,7 Summers,Morgan Wallen
2020-09-05,Cool Again,Kane Brown
2020-09-05,I Love My Country,Florida Georgia Line
2020-09-05,Midnight Sky,Miley Cyrus
2020-09-05,Intentions,Justin Bieber  Quavo
2020-09-05,Chasin  You,Morgan Wallen
2020-09-05,We Paid,Lil Baby   42 Dugg
2020-09-05,Girls In The Hood,Megan Thee Stallion
2020-09-05,One Of Them Girls,Lee Brice
2020-09-05,Say So,Doja Cat  Nicki Minaj
2020-09-05,The Box,Roddy Ricch
2020-09-05,Nobody s Love,Maroon 5
2020-09-05,Heather,Conan Gray
2020-09-05,Be A Light,Thomas Rhett  Reba McEntire  Hillary Scott  Chris Tomlin   Keith Urban
2020-09-05,Smile,Juice WRLD   The Weeknd
2020-09-05,Party Girl,StaySolidRocky
2020-09-05,The Bigger Picture,Lil Baby
2020-09-05,Rain On Me,Lady Gaga   Ariana Grande
2020-09-05,Like That,Doja Cat  Gucci Mane
2020-09-05,My Future,Billie Eilish
2020-09-05,Said Sum,Moneybagg Yo
2020-09-05,I Should Probably Go To Bed,Dan   Shay
2020-09-05,Why We Drink,Justin Moore
2020-09-05,I Called Mama,Tim McGraw
2020-09-05,Greece,DJ Khaled  Drake
2020-09-05,24,Money Man  Lil Baby
2020-09-05,Bang,AJR
2020-09-05,Kacey Talk,YoungBoy Never Broke Again
2020-09-05,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-09-05,More Than My Hometown,Morgan Wallen
2020-09-05,God Whispered Your Name,Keith Urban
2020-09-05,Need It,Migos  YoungBoy Never Broke Again
2020-09-05,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-09-05,Breaking Me,Topic   A7S
2020-09-05,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-09-05,Kings   Queens,Ava Max
2020-09-05,The Plan,Travis Scott
2020-09-05,Pretty Heart,Parker McCollum
2020-09-05,Done,Chris Janson
2020-09-05,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-09-05,Some Girls,Jameson Rodgers
2020-09-05,Hawai,Maluma   The Weeknd
2020-09-05,One Night Standards,Ashley McBryde
2020-09-05,Caramelo,Ozuna Karol G Myke Towers
2020-09-05,ily,surf mesa  Emilee
2020-09-05,Martin   Gina,Polo G
2020-09-05,Dollaz On My Head,Gunna  Young Thug
2020-09-05,The 1,Taylor Swift
2020-09-05,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-09-05,Girl Of My Dreams,Rod Wave
2020-09-05,After Party,Don Toliver
2020-09-05,Stuck With U,Ariana Grande   Justin Bieber
2020-09-05,All In,YoungBoy Never Broke Again
2020-09-05,Got It On Me,Pop Smoke
2020-09-05,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-09-05,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-09-05,Lonely If You Are,Chase Rice
2020-09-05,You Broke Me First.,Tate McRae
2020-09-05,Spicy,Nas  Fivio Foreign   A$AP Ferg
2020-09-05,Hate The Other Side,Juice WRLD   Marshmello  Polo G   The Kid LAROI
2020-09-05,Exile,Taylor Swift  Bon Iver
2020-09-05,B tch From da Souf,Mulatto
2020-09-05,21,Polo G
2020-09-12,Dynamite,BTS
2020-09-12,WAP,Cardi B  Megan Thee Stallion
2020-09-12,Laugh Now Cry Later,Drake  Lil Durk
2020-09-12,Rockstar,DaBaby  Roddy Ricch
2020-09-12,Blinding Lights,The Weeknd
2020-09-12,Watermelon Sugar,Harry Styles
2020-09-12,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-09-12,Mood,24kGoldn  iann dior
2020-09-12,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-09-12,Before You Go,Lewis Capaldi
2020-09-12,Roses,SAINt JHN
2020-09-12,I Hope,Gabby Barrett  Charlie Puth
2020-09-12,Ice Cream,BLACKPINK Selena Gomez
2020-09-12,Go Crazy,Chris Brown   Young Thug
2020-09-12,Circles,Post Malone
2020-09-12,Break My Heart,Dua Lipa
2020-09-12,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-09-12,Adore You,Harry Styles
2020-09-12,Come   Go,Juice WRLD Marshmello
2020-09-12,Mood Swings,Pop Smoke  Lil Tjay
2020-09-12,Tap In,Saweetie
2020-09-12,Be Like That,Kane Brown With Swae Lee   Khalid
2020-09-12,Don t Start Now,Dua Lipa
2020-09-12,Popstar,DJ Khaled  Drake
2020-09-12,Die From A Broken Heart,Maddie   Tae
2020-09-12,Lovin  On You,Luke Combs
2020-09-12,If The World Was Ending,JP Saxe  Julia Michaels
2020-09-12,The Bones,Maren Morris
2020-09-12,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-09-12,Savage,Megan Thee Stallion
2020-09-12,Got What I Got,Jason Aldean
2020-09-12,Rags2Riches,Rod Wave  ATR Son Son
2020-09-12,One Of Them Girls,Lee Brice
2020-09-12,Rain On Me,Lady Gaga   Ariana Grande
2020-09-12,Blueberry Faygo,Lil Mosey
2020-09-12,Death Bed,Powfu  beabadoobee
2020-09-12,Midnight Sky,Miley Cyrus
2020-09-12,Over Now,Calvin Harris The Weeknd
2020-09-12,Life Is Good,Future  Drake
2020-09-12,Wishing Well,Juice WRLD
2020-09-12,Cool Again,Kane Brown
2020-09-12,Be A Light,Thomas Rhett  Reba McEntire  Hillary Scott  Chris Tomlin   Keith Urban
2020-09-12,One Margarita,Luke Bryan
2020-09-12,Girls In The Hood,Megan Thee Stallion
2020-09-12,Cardigan,Taylor Swift
2020-09-12,Say So,Doja Cat  Nicki Minaj
2020-09-12,Chasin  You,Morgan Wallen
2020-09-12,Nobody s Love,Maroon 5
2020-09-12,Intentions,Justin Bieber  Quavo
2020-09-12,We Paid,Lil Baby   42 Dugg
2020-09-12,Heather,Conan Gray
2020-09-12,The Bigger Picture,Lil Baby
2020-09-12,Like That,Doja Cat  Gucci Mane
2020-09-12,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-09-12,Party Girl,StaySolidRocky
2020-09-12,7 Summers,Morgan Wallen
2020-09-12,Starting Over,Chris Stapleton
2020-09-12,Bang,AJR
2020-09-12,Smile,Juice WRLD   The Weeknd
2020-09-12,Hawai,Maluma   The Weeknd
2020-09-12,I Should Probably Go To Bed,Dan   Shay
2020-09-12,I Love My Country,Florida Georgia Line
2020-09-12,More Than My Hometown,Morgan Wallen
2020-09-12,Said Sum,Moneybagg Yo
2020-09-12,Greece,DJ Khaled  Drake
2020-09-12,God Whispered Your Name,Keith Urban
2020-09-12,24,Money Man  Lil Baby
2020-09-12,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-09-12,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-09-12,ily,surf mesa  Emilee
2020-09-12,Breaking Me,Topic   A7S
2020-09-12,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-09-12,Kacey Talk,YoungBoy Never Broke Again
2020-09-12,Some Girls,Jameson Rodgers
2020-09-12,Kings   Queens,Ava Max
2020-09-12,Why We Drink,Justin Moore
2020-09-12,One Night Standards,Ashley McBryde
2020-09-12,My Future,Billie Eilish
2020-09-12,Blastoff,Internet Money  Juice WRLD   Trippie Redd
2020-09-12,Pretty Heart,Parker McCollum
2020-09-12,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-09-12,I Called Mama,Tim McGraw
2020-09-12,Expensive,Ty Dolla $ign  Nicki Minaj
2020-09-12,Caramelo,Ozuna Karol G Myke Towers
2020-09-12,Martin   Gina,Polo G
2020-09-12,Dollaz On My Head,Gunna  Young Thug
2020-09-12,You Broke Me First.,Tate McRae
2020-09-12,Need It,Migos  YoungBoy Never Broke Again
2020-09-12,After Party,Don Toliver
2020-09-12,Lets Link,WhoHeem
2020-09-12,Stuck With U,Ariana Grande   Justin Bieber
2020-09-12,The 1,Taylor Swift
2020-09-12,Lonely If You Are,Chase Rice
2020-09-12,Done,Chris Janson
2020-09-12,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-09-12,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-09-12,All In,YoungBoy Never Broke Again
2020-09-12,Got It On Me,Pop Smoke
2020-09-12,Ain t Always The Cowboy,Jon Pardi
2020-09-12,Girl Of My Dreams,Rod Wave
2020-09-19,WAP,Cardi B  Megan Thee Stallion
2020-09-19,Dynamite,BTS
2020-09-19,Laugh Now Cry Later,Drake  Lil Durk
2020-09-19,Rockstar,DaBaby  Roddy Ricch
2020-09-19,Blinding Lights,The Weeknd
2020-09-19,Mood,24kGoldn  iann dior
2020-09-19,Watermelon Sugar,Harry Styles
2020-09-19,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-09-19,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-09-19,Popstar,DJ Khaled  Drake
2020-09-19,Before You Go,Lewis Capaldi
2020-09-19,I Hope,Gabby Barrett  Charlie Puth
2020-09-19,Roses,SAINt JHN
2020-09-19,Go Crazy,Chris Brown   Young Thug
2020-09-19,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-09-19,Circles,Post Malone
2020-09-19,Break My Heart,Dua Lipa
2020-09-19,Adore You,Harry Styles
2020-09-19,Come   Go,Juice WRLD Marshmello
2020-09-19,Tap In,Saweetie
2020-09-19,Mood Swings,Pop Smoke  Lil Tjay
2020-09-19,One Of Them Girls,Lee Brice
2020-09-19,Lovin  On You,Luke Combs
2020-09-19,Be Like That,Kane Brown With Swae Lee   Khalid
2020-09-19,Don t Start Now,Dua Lipa
2020-09-19,Got What I Got,Jason Aldean
2020-09-19,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-09-19,The Bones,Maren Morris
2020-09-19,Hit Different,SZA  Ty Dolla $ign
2020-09-19,If The World Was Ending,JP Saxe  Julia Michaels
2020-09-19,Die From A Broken Heart,Maddie   Tae
2020-09-19,Savage,Megan Thee Stallion
2020-09-19,Life Is Good,Future  Drake
2020-09-19,Midnight Sky,Miley Cyrus
2020-09-19,Rags2Riches,Rod Wave  ATR Son Son
2020-09-19,Cool Again,Kane Brown
2020-09-19,Rain On Me,Lady Gaga   Ariana Grande
2020-09-19,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-09-19,Death Bed,Powfu  beabadoobee
2020-09-19,Say So,Doja Cat  Nicki Minaj
2020-09-19,Blueberry Faygo,Lil Mosey
2020-09-19,Chasin  You,Morgan Wallen
2020-09-19,Wishing Well,Juice WRLD
2020-09-19,Nobody s Love,Maroon 5
2020-09-19,Girls In The Hood,Megan Thee Stallion
2020-09-19,Heather,Conan Gray
2020-09-19,We Paid,Lil Baby   42 Dugg
2020-09-19,Intentions,Justin Bieber  Quavo
2020-09-19,Ice Cream,BLACKPINK Selena Gomez
2020-09-19,Like That,Doja Cat  Gucci Mane
2020-09-19,Bang,AJR
2020-09-19,Cardigan,Taylor Swift
2020-09-19,More Than My Hometown,Morgan Wallen
2020-09-19,I Should Probably Go To Bed,Dan   Shay
2020-09-19,Hawai,Maluma   The Weeknd
2020-09-19,One Margarita,Luke Bryan
2020-09-19,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-09-19,The Bigger Picture,Lil Baby
2020-09-19,ily,surf mesa  Emilee
2020-09-19,Breaking Me,Topic   A7S
2020-09-19,Party Girl,StaySolidRocky
2020-09-19,The Voice,Lil Durk
2020-09-19,Do It,Chloe Halle
2020-09-19,Relacion,Sech  Daddy Yankee   J Balvin  ROSALIA   Farruko
2020-09-19,Wolves,Big Sean  Post Malone
2020-09-19,Kings   Queens,Ava Max
2020-09-19,Greece,DJ Khaled  Drake
2020-09-19,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-09-19,Lithuania,Big Sean  Travis Scott
2020-09-19,Some Girls,Jameson Rodgers
2020-09-19,Said Sum,Moneybagg Yo
2020-09-19,7 Summers,Morgan Wallen
2020-09-19,24,Money Man  Lil Baby
2020-09-19,Smile,Juice WRLD   The Weeknd
2020-09-19,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-09-19,Caramelo,Ozuna Karol G Myke Towers
2020-09-19,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-09-19,Over Now,Calvin Harris The Weeknd
2020-09-19,Pretty Heart,Parker McCollum
2020-09-19,I Called Mama,Tim McGraw
2020-09-19,Martin   Gina,Polo G
2020-09-19,Deep Reverence,Big Sean  Nipsey Hussle
2020-09-19,Starting Over,Chris Stapleton
2020-09-19,One Night Standards,Ashley McBryde
2020-09-19,You Broke Me First.,Tate McRae
2020-09-19,Lets Link,WhoHeem
2020-09-19,Kacey Talk,YoungBoy Never Broke Again
2020-09-19,Dollaz On My Head,Gunna  Young Thug
2020-09-19,Ain t Always The Cowboy,Jon Pardi
2020-09-19,My Future,Billie Eilish
2020-09-19,Love You Like I Used To,Russell Dickerson
2020-09-19,Lonely If You Are,Chase Rice
2020-09-19,Why We Drink,Justin Moore
2020-09-19,After Party,Don Toliver
2020-09-19,Body Language,Big Sean  Ty Dolla $ign   Jhene Aiko
2020-09-19,Everywhere But On,Matt Stell
2020-09-19,Why Would I Stop,Big Sean
2020-09-19,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-09-19,Need It,Migos  YoungBoy Never Broke Again
2020-09-19,Stuck With U,Ariana Grande   Justin Bieber
2020-09-26,WAP,Cardi B  Megan Thee Stallion
2020-09-26,Dynamite,BTS
2020-09-26,Laugh Now Cry Later,Drake  Lil Durk
2020-09-26,Rockstar,DaBaby  Roddy Ricch
2020-09-26,Blinding Lights,The Weeknd
2020-09-26,Mood,24kGoldn  iann dior
2020-09-26,Watermelon Sugar,Harry Styles
2020-09-26,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-09-26,Before You Go,Lewis Capaldi
2020-09-26,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-09-26,I Hope,Gabby Barrett  Charlie Puth
2020-09-26,Popstar,DJ Khaled  Drake
2020-09-26,Go Crazy,Chris Brown   Young Thug
2020-09-26,Roses,SAINt JHN
2020-09-26,For The Night,Pop Smoke  Lil Baby   DaBaby
2020-09-26,Circles,Post Malone
2020-09-26,Come   Go,Juice WRLD Marshmello
2020-09-26,Adore You,Harry Styles
2020-09-26,One Of Them Girls,Lee Brice
2020-09-26,Break My Heart,Dua Lipa
2020-09-26,Got What I Got,Jason Aldean
2020-09-26,Lemonade,Internet Money   Gunna  Don Toliver   NAV
2020-09-26,Lovin  On You,Luke Combs
2020-09-26,Tap In,Saweetie
2020-09-26,Be Like That,Kane Brown With Swae Lee   Khalid
2020-09-26,Mood Swings,Pop Smoke  Lil Tjay
2020-09-26,The Woo,Pop Smoke  50 Cent   Roddy Ricch
2020-09-26,Don t Start Now,Dua Lipa
2020-09-26,The Bones,Maren Morris
2020-09-26,If The World Was Ending,JP Saxe  Julia Michaels
2020-09-26,Cool Again,Kane Brown
2020-09-26,Rags2Riches,Rod Wave  ATR Son Son
2020-09-26,Life Is Good,Future  Drake
2020-09-26,Midnight Sky,Miley Cyrus
2020-09-26,My Window,YoungBoy Never Broke Again  Lil Wayne
2020-09-26,OK Not To Be OK,Marshmello   Demi Lovato
2020-09-26,Rain On Me,Lady Gaga   Ariana Grande
2020-09-26,Die From A Broken Heart,Maddie   Tae
2020-09-26,More Than My Hometown,Morgan Wallen
2020-09-26,Savage,Megan Thee Stallion
2020-09-26,Bang,AJR
2020-09-26,Wishing Well,Juice WRLD
2020-09-26,Chasin  You,Morgan Wallen
2020-09-26,Drug Addiction,YoungBoy Never Broke Again
2020-09-26,I Should Probably Go To Bed,Dan   Shay
2020-09-26,We Paid,Lil Baby   42 Dugg
2020-09-26,Blueberry Faygo,Lil Mosey
2020-09-26,Say So,Doja Cat  Nicki Minaj
2020-09-26,ily,surf mesa  Emilee
2020-09-26,Kacey Talk,YoungBoy Never Broke Again
2020-09-26,Heather,Conan Gray
2020-09-26,Cardigan,Taylor Swift
2020-09-26,Girls In The Hood,Megan Thee Stallion
2020-09-26,Like That,Doja Cat  Gucci Mane
2020-09-26,Breaking Me,Topic   A7S
2020-09-26,One Beer,HARDY  Lauren Alaina   Devin Dawson
2020-09-26,Kings   Queens,Ava Max
2020-09-26,Hawai,Maluma   The Weeknd
2020-09-26,One Margarita,Luke Bryan
2020-09-26,Said Sum,Moneybagg Yo
2020-09-26,Ice Cream,BLACKPINK Selena Gomez
2020-09-26,Some Girls,Jameson Rodgers
2020-09-26,Nobody s Love,Maroon 5
2020-09-26,7 Summers,Morgan Wallen
2020-09-26,Gone Too Soon,Andrew Jannakos
2020-09-26,Happy Anywhere,Blake Shelton  Gwen Stefani
2020-09-26,All In,YoungBoy Never Broke Again
2020-09-26,24,Money Man  Lil Baby
2020-09-26,You Broke Me First.,Tate McRae
2020-09-26,My Ex s Best Friend,Machine Gun Kelly blackbear
2020-09-26,The Bigger Picture,Lil Baby
2020-09-26,Dead Trollz,YoungBoy Never Broke Again
2020-09-26,Pretty Heart,Parker McCollum
2020-09-26,Greece,DJ Khaled  Drake
2020-09-26,Relacion,Sech  Daddy Yankee   J Balvin  ROSALIA   Farruko
2020-09-26,Cross Roads,YoungBoy Never Broke Again
2020-09-26,Hit Different,SZA  Ty Dolla $ign
2020-09-26,I Called Mama,Tim McGraw
2020-09-26,Smile,Juice WRLD   The Weeknd
2020-09-26,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy
2020-09-26,The Last Backyard...,YoungBoy Never Broke Again
2020-09-26,Over Now,Calvin Harris The Weeknd
2020-09-26,What You Know Bout Love,Pop Smoke
2020-09-26,Martin   Gina,Polo G
2020-09-26,Caramelo,Ozuna Karol G Myke Towers
2020-09-26,Do It,Chloe Halle
2020-09-26,Love You Like I Used To,Russell Dickerson
2020-09-26,Right Foot Creep,YoungBoy Never Broke Again
2020-09-26,Starting Over,Chris Stapleton
2020-09-26,One Night Standards,Ashley McBryde
2020-09-26,Lonely If You Are,Chase Rice
2020-09-26,Dollaz On My Head,Gunna  Young Thug
2020-09-26,Ain t Always The Cowboy,Jon Pardi
2020-09-26,Everywhere But On,Matt Stell
2020-09-26,You Got It,VEDO
2020-09-26,Lets Link,WhoHeem
2020-09-26,3 Headed Goat,Lil Durk  Lil Baby   Polo G
2020-09-26,Dirty Stick,YoungBoy Never Broke Again
2020-09-26,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka
2020-09-26,Got It On Me,Pop Smoke
2020-10-03,Dynamite,BTS
2020-10-03,WAP,Cardi B  Megan Thee Stallion
2020-10-03,Holy,Justin Bieber  Chance The Rapper
2020-10-03,Laugh Now Cry Later,Drake  Lil Durk
2020-10-03,Mood,24kGoldn  iann dior
2020-10-03,Rockstar,DaBaby  Roddy Ricch
2020-10-03,Blinding Lights,The Weeknd
2020-10-03,Watermelon Sugar,Harry Styles
2020-10-03,Savage Love  Laxed - Siren Beat,Jawsh 685 Jason Derulo
2020-10-03,I Hope,Gabby Barrett  Charlie Puth
2020-10-03,Before You Go,Lewis Capaldi
2020-10-03,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne
2020-10-03,Go Crazy,Chris Brown   Young Thug
2020-10-03,Popstar,DJ Khaled  Drake
