date,track,artist,URI
2019-10-19,Body,Summer Walker,spotify:track:7vxLj7MREliG5i5vSnqSVr
2019-10-19,Drunk Dialing...LODT,Summer Walker,spotify:track:0pzWCDSuVRX7m95EFOxVa0
2019-10-19,Over It,Summer Walker,spotify:track:0csmcZqM3uTKfjxehw0Lw2
2019-10-19,Nice To Meet Ya,Niall Horan,spotify:track:3cphb8kdsjElYR7r5icK3H
2019-10-19,Leave Em Alone,Layton Greene  Lil Baby  City Girls   PnB Rock,
2019-10-19,Potential,Summer Walker,spotify:track:4YNrBVo8fv6qiTNwHLVDai
2019-10-19,Dance Monkey,Tones and I,spotify:track:2XU0oxnq2qxCpomAAuJY8K
2019-10-26,Lights Up,Harry Styles,spotify:track:4jAIqgrPjKLTY9Gbez25Qb
2019-10-26,Lonely Child,YoungBoy Never Broke Again,spotify:track:6xqZi5JTTk6XIMLvy7w5JJ
2019-10-26,Make No Sense,YoungBoy Never Broke Again,spotify:track:6klLvorLoo1sxvZcjJIY8I
2019-10-26,Carter Son,YoungBoy Never Broke Again,spotify:track:0QVvkAOstRG26pVYN95CeL
2019-10-26,Kinfolks,Sam Hunt,spotify:track:52lGuLAkIVbm4LZkSf9nj0
2019-10-26,Hot Now,YoungBoy Never Broke Again,spotify:track:3eeyKNIBrt5TH4y0y3QkOu
2019-10-26,All Dat,Moneybagg Yo Megan Thee Stallon,
2019-10-26,In Control,YoungBoy Never Broke Again,spotify:track:5IdAcHb4cwtexqMlOojWhR
2019-10-26,Time I m On,YoungBoy Never Broke Again,spotify:track:6vWzkhoAp1SF4PEJ0iLKYQ
2019-10-26,Rich As Hell,YoungBoy Never Broke Again,spotify:track:5A6tFAdihqILHJrWuR6wD4
2019-11-02,Lose You To Love Me,Selena Gomez,spotify:track:4l0Mvzj72xxOpRrp6h8nHi
2019-11-02,Somebody,Internet Money  Lil Tecca   A Boogie Wit da Hoodie,spotify:track:44b5itlYXwofZZoPFsNzcT
2019-11-02,DHL,Frank Ocean,spotify:track:2INhKpUdzh7v0j041gZNsz
2019-11-09,Follow God,Kanye West,spotify:track:2QpGZOhTCHHiKmpSO9FW4h
2019-11-09,Closed On Sunday,Kanye West,spotify:track:3JWiDGQX2eTlFvKj3Yssj3
2019-11-09,Selah,Kanye West,spotify:track:39JRmdKFka1Oe09FoOCPI4
2019-11-09,On God,Kanye West,spotify:track:2SasoXZyv82yYgHiVOvxQn
2019-11-09,Look At Her Now.,Selena Gomez,spotify:track:7eOkHIcaoUhngxxypM5Ajr
2019-11-09,Everything We Need,Kanye West  Ty Dolla $ign   Ant Clemons,spotify:track:24bnCCysWnbNRNUT4LpHcP
2019-11-09,God Is,Kanye West,spotify:track:2QpGZOhTCHHiKmpSO9FW4h
2019-11-09,Use This Gospel,Kanye West  Clipse   Kenny G,spotify:track:0oPOuDmmkVp3h6puekhs6P
2019-11-09,Thriller,Michael Jackson,spotify:track:3S2R0EVwBSAVMd5UMgKTL0
2019-11-09,Every Hour,Kanye West  Sunday Service Choir,spotify:track:1WnqWQcWcuQbVzgE7ecfCY
2019-11-09,Water,Kanye West  Ant Clemons,spotify:track:454Epa1vrCGFddHXKyC1kb
2019-11-09,Hands On,Kanye West  Fred Hammond,spotify:track:7r6aR2f57resC5r93LwMfK
2019-11-09,Jesus Is Lord,Kanye West,spotify:track:7sBgFMWqDWQgrsNSpIBoe8
2019-11-09,Start Wit Me,Roddy Ricch   Gunna,spotify:track:7A20WnLkjtZU2d7hIB6Ziu
2019-11-09,What She Wants Tonight,Luke Bryan,spotify:track:5M3v6frAiTyqenNAeQVcxC
2019-11-16,Don t Start Now,Dua Lipa,spotify:track:3PfIrDoz19wz7qK7tYeu62
2019-11-16,Roxanne,Arizona Zervas,spotify:track:696DnlkuDOXcMAnKlTgXXK
2019-11-16,Immortal,21 Savage,spotify:track:4IO8X9W69dIQe0EC5ALXhq
2019-11-16,It All Comes Out In The Wash,Miranda Lambert,spotify:track:41FLEFSeRCv19OBn0vLiaH
2019-11-16,Love Me More,Trippie Redd,spotify:track:3sDyGrpProusVfcccFLAHq
2019-11-16,In My Room,Frank Ocean,spotify:track:4S4Mfvv03M1cHgIOJcbUCL
2019-11-16,Ridin  Roads,Dustin Lynch,spotify:track:2VPmBOuy7ZAOFSzKwW2IEt
2019-11-16,For My Daughter,Kane Brown,spotify:track:2moC0T4mGwmP8dUDostr2g
2019-11-16,Easy,DaniLeigh  Chris Brown,spotify:track:4CMrdHWqic0usIZfTrKoI3
2019-11-16,Big Boy Diamonds,Gucci Mane  Kodak Black   London On Da Track,spotify:track:5FDCDBFDKpf7TLzDx6r2Lp
2019-11-23,Woah,Lil Baby,spotify:track:02RCbjb9czvQKNGBmEmWob
2019-11-23,Heart On Ice,Rod Wave,spotify:track:591ks2A0o7ratTpiRdI7M6
2019-11-23,Better Together,Luke Combs,spotify:track:6gdLyYNuhWBzqwlOFSsXC7
2019-11-23,everything i wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
2019-11-23,Tusa,Karol G   Nicki Minaj,spotify:track:7k4t7uLgtOxPwTpFmtJNTY
2019-11-23,Yellow Hearts,Ant Saunders,spotify:track:2W4yABdLc4Jnds67Poi5Nl
2019-11-23,Jerry Sprunger,Tory Lanez   T-Pain,spotify:track:6JsHgIkMYHcbNtKfsal2Mg
2019-11-23,Show Me Love,Alicia Keys  Miguel,spotify:track:31dgrKXIJ7FCxlENs8uxuo
2019-11-23,Valentino,24kGoldn,spotify:track:6piAUJJQFD8oHDUr0b7l7q
2019-11-30,Reply,A Boogie Wit da Hoodie  Lil Uzi Vert,spotify:track:1njRzdfGNUY2RZU0lVO787
2019-11-30,None Of Your Concern,Jhene Aiko  Big Sean,spotify:track:75MSZRbAbQuzfUV3Pefvut
2019-11-30,Watermelon Sugar,Harry Styles,spotify:track:6UelLqGlWMcVH1E5c4H7lY
2019-11-30,The Take,Tory Lanez  Chris Brown,spotify:track:0Odu228D0yGcFySGuxU4rY
2019-11-30,Falling,Trevor Daniel,spotify:track:0Aqi7ArnBrGblW5T6p2jmD
2019-11-30,Beauty In The Benz,Tory Lanez  Snoop Dogg,spotify:track:0BpYTh0O2ut5wvt0QtDGt4
2019-11-30,Up All Night,Khalid,spotify:track:1mpD5Q8IM32I4bF6eCpU74
2019-11-30,We Back,Jason Aldean,spotify:track:6UL2RC5J2vMau9KOMKQfJg
2019-11-30,Homesick,Kane Brown,spotify:track:30RZAuEkYeDXvy46Iv6l7E
2019-11-30,Death,Trippie Redd  DaBaby,spotify:track:6l45AMUGFsx0yZ2rxnzrKA
2019-11-30,Hell Right,Blake Shelton  Trace Adkins,spotify:track:02jGo2FGICuwh0WnFSiLuG
2019-11-30,RITMO  Bad Boys For Life,The Black Eyed Peas J Balvin,
2019-12-07,Heartless,The Weeknd,spotify:track:6bnF93Rx87YqUBLSgjiMU8
2019-12-07,Vete,Bad Bunny,spotify:track:2n7ohqg1s68ToAHh4u9mcW
2019-12-07,Into The Unknown,Idina Menzel   AURORA,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W
2019-12-07,Who Needs Love,Trippie Redd,spotify:track:7qtzFO7XuvNiSp5Xn7juqZ
2019-12-07,6 Kiss,Trippie Redd  Juice WRLD   YNW Melly,spotify:track:0Y3OJ2TBul2Xn1w8o2WXAy
2019-12-07,Loyal,PARTYNEXTDOOR  Drake,spotify:track:2rFqkDRJlumT7QjljlldlR
2019-12-07,Suicidal,YNW Melly,spotify:track:1iSqfoUFnQwV0QW1EfUit8
2019-12-07,Hate Me,Trippie Redd  YoungBoy Never Broke Again,spotify:track:2QlZzBN9VYEzc9atUG3Qvq
2019-12-07,Candy,Doja Cat,spotify:track:1VJwtWR6z7SpZRwipI12be
2019-12-07,Cuban Links,Rod Wave   Kevin Gates,spotify:track:1upQoQBckBvpwN4lewptFd
2019-12-07,Into The Unknown,Panic  At The Disco,spotify:track:421eObjg0DTm2qajJl5OJm
2019-12-07,Show Yourself,Idina Menzel   Evan Rachel Wood,spotify:track:50WeOnXhM1H7AZEeIDoWfZ
2019-12-14,Blinding Lights,The Weeknd,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
2019-12-14,Happy Holiday   The Holiday Season,Andy Williams,spotify:track:3sDdyBHQ60Cs1opmIyRvhp
2019-12-14,No Idea,Don Toliver,spotify:track:7AzlLxHn24DxjgQX73F9fU
2019-12-14,Like It s Christmas,Jonas Brothers,spotify:track:1OjmlSFuzYflWjSMTCyTJv
2019-12-14,Tip Toe,Roddy Ricch  A Boogie Wit da Hoodie,spotify:track:6ztvsy3C6hPjVg9j4x1XKJ
2019-12-21,Legends,Juice WRLD,spotify:track:1Knctxx9vGZxpZfF66BIEa
2019-12-21,Adore You,Harry Styles,spotify:track:3jjujdWJ72nww5eGnfs2E7
2019-12-21,The Box,Roddy Ricch,spotify:track:0nbXyq5TXYPCO7pr3N8S4I
2019-12-21,Christmas Tree Farm,Taylor Swift,spotify:track:2mvabkN1i2gLnGAPUVdwek
2019-12-21,Peta,Roddy Ricch  Meek Mill,spotify:track:4bl1HBZliBuYpFZjWgefE4
2019-12-21,My Oh My,Camila Cabello  DaBaby,spotify:track:3yOlyBJuViE2YSGn3nVE1K
2019-12-21,Bad Vibes Forever,XXXTENTACION  PnB Rock   Trippie Redd,spotify:track:03eJ2DclFWXYU8GWgANdmZ
2019-12-21,Lord Above,Fat Joe   Dre  Eminem   Mary J. Blige,spotify:track:7q0VdsXafFQIYfk3eZpwTq
2019-12-21,Big Stepper,Roddy Ricch,spotify:track:6x0QNM6f0C2JEjK0hFF8Ca
2019-12-21,BEST ON EARTH,Russ   BIA,spotify:track:0xKBkLcF71uUQeTA7FSu4A
2019-12-28,Futsal Shuffle 2020,Lil Uzi Vert,spotify:track:2Ec33AVlkTTq8BHFgBTdQs
2019-12-28,Falling,Harry Styles,spotify:track:1ZMiCix7XSAbfAJlEZWMCp
2019-12-28,Dirty Iyanna,YoungBoy Never Broke Again,spotify:track:3z2q4KZxGOotjB87arytei
2019-12-28,Let Me Know  I Wonder Why Freestyle,Juice WRLD,spotify:track:3wwo0bJvDSorOpNfzEkfXx
2019-12-28,Nobody But You,Blake Shelton Duet With Gwen Stefani,spotify:track:5M8goiFYynmNxhueYW6grR
2019-12-28,Famous Hoes,NLE Choppa,spotify:track:35Xf2ABjPzUXKz19akd7Jj
2019-12-28,Cherry,Harry Styles,spotify:track:2IOFZdYYkFxEHVz1w34PoL
2019-12-28,Golden,Harry Styles,spotify:track:45S5WTQEGOB1VHr1Q4FuPl
2019-12-28,She,Harry Styles,spotify:track:6SQLk9HSNketfgs2AyIiMs
2020-01-04,Ballin,Mustard   Roddy Ricch,spotify:track:3QzAOrNlsabgbMwlZt7TAY
2020-01-04,Everything I Wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
2020-01-04,Baby It s Cold Outside,Dean Martin,spotify:track:4MrfQL4TYQXJBlZYpAHTuE
2020-01-04,You re A Mean One    Grinch,Thurl Ravenscroft,spotify:track:4qP2V09IpTct5A1ZSnr1zh
2020-01-04,Suicidal,YNW Melly   Juice WRLD,spotify:track:4S2uhQE8L9V6p7rj7SiauJ
2020-01-04,Happy Xmas  War Is Over,John Legend,spotify:track:1x0NszvaftnHtijIId3ivk
2020-01-04,Slide,H.E.R.  YG,spotify:track:2rTnVB1bvwxHtaIl4uVu7f
2020-01-04,RITMO  Bad Boys For Life,Black Eyed Peas J Balvin,spotify:track:6cy3ki60hLwimwIje7tALf
2020-01-11,Out West,JACKBOYS  Young Thug,spotify:track:6gi6y1xwmVszDWkUqab1qw
2020-01-11,GANG GANG,JACKBOYS   Sheck Wes,spotify:track:6uJONCdr2rC65BNmCnTBWK
2020-01-11,HAD ENOUGH,Don Toliver  Quavo   Offset,spotify:track:6SPgp2qK3fb4wPX1SldrNf
2020-01-11,WHAT TO DO,JACKBOYS  Don Toliver,spotify:track:4AO1XhrgJczQ9bNVxdfKQe
2020-01-11,GATTI,JACKBOYS  Pop Smoke   Travis Scott,spotify:track:40mjsnRjCpycdUw3xhS20g
2020-01-11,High Fashion,Roddy Ricch  Mustard,spotify:track:07KXEDMj78x68D884wgVEm
2020-01-11,I Hope,Gabby Barrett  Charlie Puth,spotify:track:5cYFwgA5dHoqR3xGnlr9ew
2020-01-11,Make Me Want To,Jimmie Allen,spotify:track:5h0JUxCAZBcEifuPrBPEQ7
2020-01-11,More Hearts Than Mine,Ingrid Andress,spotify:track:60RFlt48hm0l4Fu0JoccOl
2020-01-11,I Wish Grandpas Never Died,Riley Green,spotify:track:7Dxes6VnfbZYV0S2QTnVuT
2020-01-11,Slow Dance In A Parking Lot,Jordan Davis,spotify:track:6MBUUSIWCzaXW4q58Ktrv9
2020-01-11,July,Noah Cyrus   Leon Bridges,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ
2020-01-18,Yummy,Justin Bieber,spotify:track:16wAOAZ2OkqoIDN7TpChjR
2020-01-18,U Played,MoneyBagg Yo  Lil Baby,spotify:track:7qeWNGBqqagdwf4KnjRzGZ
2020-01-18,SUGAR,BrockHampton,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA
2020-01-18,All I Want,Olivia Rodrigo,spotify:track:1v6svH1Fyx9C1nIt1mA2DT
2020-01-18,I Hope You re Happy Now,Carly Pearce   Lee Brice,spotify:track:0Al3wN3keprGTSgG8NBwjr
2020-01-18,20 20,Lil Tjay,spotify:track:4Hqh0dS4x07zuRw6eBTO7p
2020-01-18,Say So,Doja Cat  Nicki Minaj,spotify:track:11VApNQCWLJdzxWrlmwzUa
2020-01-18,ORANGE SODA,Baby Keem,spotify:track:5FkoSXiJPKTNyYgALRJFhD
2020-01-18,All Dat,Moneybagg Yo Megan Thee Stallion,spotify:track:2eukAOMjUM4pxnOdIsUia9
2020-01-25,Life Is Good,Future  Drake,spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc
2020-01-25,Sum 2 Prove,Lil Baby,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S
2020-01-25,Good News,Mac Miller,spotify:track:1DWZUa5Mzf2BwzpHtgbHPY
2020-01-25,You Should Be Sad,Halsey,spotify:track:7lidXGPXPYLNThITAOTlkK
2020-01-25,Rare,Selena Gomez,spotify:track:7HMmFQsKsljwTw8bS7lu19
2020-01-25,Eleven,Khalid,spotify:track:18O00Y7yrkJ0pRXm1n21Og
2020-01-25,Conversations In The Dark,John Legend,spotify:track:6TYlDTa9AQDvjqwbxlvFyI
2020-01-25,Protect da Brand,Moneybagg Yo  DaBaby,spotify:track:0Pqix0NTfbuROfPbaZbBgp
2020-02-01,Godzilla,Eminem  Juice WRLD,spotify:track:7FIWs0pqAYbP91WWM0vlTQ
2020-02-01,What A Man Gotta Do,Jonas Brothers,spotify:track:4wNIkl5XGiAACjFBlDWuSd
2020-02-01,Darkness,Eminem,spotify:track:5SiZJoLXp3WOl3J4C8IK0d
2020-02-01,Those Kinda Nights,Eminem  Ed Sheeran,spotify:track:0VSzREd1OjEWJ9tXoFHRQH
2020-02-01,Unaccommodating,Eminem  Young M.A,spotify:track:0q2vG0UVuy6ajjcpkQHdZM
2020-02-01,Blue World,Mac Miller,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5
2020-02-01,Circles,Mac Miller,spotify:track:4jXl6VtkFFKIt3ycUQc5LT
2020-02-01,You Gon  Learn,Eminem  Royce da 5 9    White Gold,spotify:track:0GQ5bFTVFFKpwNPc7KwQnB
2020-02-01,Black Swan,BTS,spotify:track:2EmcTFQ1rM11wp2ztsXTHa
2020-02-01,P $$y Fairy  OTW,Jhene Aiko,spotify:track:48KXAIruJ07kJVCWOGohMV
2020-02-01,Leaving Heaven,Eminem  Skylar Grey,spotify:track:5CpsIb7SMFHjmAG8RvIWfq
2020-02-01,Complicated,Mac Miller,spotify:track:3WfSNAoj2D8C9noPSGZZFM
2020-02-01,Hand Me Downs,Mac Miller,spotify:track:2Yv2mHzr5AQavVdwQjEokV
2020-02-01,Premonition  Intro,Eminem,spotify:track:7ccTcabbJlCJiIqtrSSwBk
2020-02-01,I Can See,Mac Miller,spotify:track:3R8CyhJfVjvgIROd5RSGhQ
2020-02-01,In Too Deep,Eminem,spotify:track:7Dj2wqPYXfSRFwa6qyOztr
2020-02-01,Woods,Mac Miller,spotify:track:3Qa944OTMZkg8DHjET8JQv
2020-02-01,Everybody,Mac Miller,spotify:track:1OuN92HcVG6NVpWbeESNB3
2020-02-01,Marsh,Eminem,spotify:track:3X4Oz9LjhhtgyOhVNlfoYa
2020-02-01,No Regrets,Eminem  Don Toliver,spotify:track:1lO9CZo6eDrOy0S7khgryG
2020-02-01,Lock It Up,Eminem  Anderson .Paak,spotify:track:1qwMkkRiD5jqLeUUjfgblh
2020-02-01,Surf,Mac Miller,spotify:track:1kwnxJNVl7cwcU98RvMBaR
2020-02-01,Stepdad,Eminem,spotify:track:3QVHSV8YKYq4L8tI5rnFgj
2020-02-01,That s On Me,Mac Miller,spotify:track:0udOCZp7yk0Ml92C0k8H8D
2020-02-08,B.I.T.C.H.,Megan Thee Stallion,spotify:track:06scTb0zbkxYNgpAB3J9fN
2020-02-08,Anyone,Demi Lovato,spotify:track:3XabMu0mJaQmrqz57UkEZI
2020-02-08,Letter To Nipsey,Meek Mill  Roddy Ricch,spotify:track:0j2CNrgtalXRGIvHMO2vzh
2020-02-08,Chasin  You,Morgan Wallen,spotify:track:5MwynWK9s4hlyKHqhkNn4A
2020-02-08,Before You Go,Lewis Capaldi,spotify:track:2gMXnyrvIjhVBUZwvLZDMP
2020-02-08,Homemade,Jake Owen,spotify:track:31JID2STTlLuFqXFWHyM8e
2020-02-08,Underdog,Alicia Keys,spotify:track:7FsAFw1oZeTJUZmIzSh0cg
2020-02-08,First Man,Camila Cabello,spotify:track:6TRt2bniIq0EIlrDlje7b8
2020-02-08,What If I Told You That I Love You,Ali Gatie,spotify:track:6USdi8uX5GNAPYziFhisHb
2020-02-08,Catch,Brett Young,spotify:track:53cGGBxGPaRjP0HVUESyW5
2020-02-08,Dive Bar,Garth Brooks   Blake Shelton,
2020-02-15,I Do It,Lil Wayne  Big Sean   Lil Baby,spotify:track:1bRO28yzxgO3y3UmNR29TZ
2020-02-15,Only The Young,Taylor Swift,spotify:track:2slqvGLwzZZYsT4K4Y1GBC
2020-02-15,Physical,Dua Lipa,spotify:track:3AzjcOeAmA57TIOr9zF1ZW
2020-02-15,Mahogany,Lil Wayne,spotify:track:5f9JYuHSIHjp6rggue13RS
2020-02-15,King Of My City,A Boogie Wit da Hoodie,spotify:track:3o0nkjyy6eZL5lZcEpvJec
2020-02-15,Mama Mia,Lil Wayne,spotify:track:7K8vPC3GPWafq2zXHuUGXz
2020-02-15,Funeral,Lil Wayne,spotify:track:4y1GxT1XnufGddKkrFkbtC
2020-02-15,Nice To Meet Ya,Meghan Trainor  Nicki Minaj,spotify:track:5HqRQwSAPAgJBQ3bhtpUTg
2020-02-15,Get Me,Justin Bieber  Kehlani,spotify:track:5VwwpU7KsLhgfbMEecedhJ
2020-02-22,Intentions,Justin Bieber  Quavo,spotify:track:4umIPjkehX1r7uhmGvXiSV
2020-02-22,Yikes,Nicki Minaj,spotify:track:75dLEqanQTupF3dtP9exT5
2020-02-22,Know Your Worth,Khalid Disclosure,spotify:track:0TrPqhAMoaKUFLR7iYDokf
2020-02-22,Blueberry Faygo,Lil Mosey,spotify:track:22LAwLoDA5b4AaGSkg6bKW
2020-02-22,Run,Joji,spotify:track:3AkdSFo7quCZ781KCqNK0T
2020-02-22,Rodeo,Lil Nas   Cardi B Or Nas,
2020-02-22,KEII,Anuel AA,spotify:track:5eEQCfq7MXQr6aHLNRUZLs
2020-02-22,Believe,Meek Mill  Justin Timberlake,spotify:track:6fvqvUQr12qghH4N8gpAch
2020-02-22,Whats Poppin,Jack Harlow  DaBaby  Tory Lanez   Lil Wayne,spotify:track:2MbdDtCv5LUVjYy9RuGTgC
2020-02-22,No Judgement,Niall Horan,spotify:track:2sGF7DBXvL2GjkbG606m1G
2020-02-29,No Time To Die,Billie Eilish,spotify:track:73SpzrcaHk0RQPFP73vqVR
2020-02-29,Numbers,A Boogie Wit da Hoodie  Roddy Ricch  Gunna   London On Da Track,spotify:track:733c1CWmIGymoQXdp7Us88
2020-02-29,Forever,Justin Bieber  Post Malone   Clever,spotify:track:2ZlCGeK30BLRNSPC832pNZ
2020-02-29,To Die For,Sam Smith,spotify:track:2ZTYlnhhV1UAReg7wIGolx
2020-02-29,g n f  Give No Fxk,Migos  Young Thug   Travis Scott,spotify:track:6ZelF5APDN5r6XnFqcnvWR
2020-02-29,Dior,Pop Smoke,spotify:track:79s5XnCN4TJKTVMSmOx8Ep
2020-02-29,Me and My Guitar,A Boogie Wit da Hoodie,spotify:track:6cZH4rX1KTt1aJ3Ql6Ynja
2020-02-29,Go Stupid,Polo G  NLE Choppa   Stunna 4 Vegas,spotify:track:4PklAHGXT5ityno3IA8SKd
2020-02-29,Might Not Give Up,A Boogie Wit da Hoodie  Young Thug,spotify:track:4l2rsMfr20dj6nf6i6F3Y8
2020-02-29,Thug Love,A Boogie Wit da Hoodie,spotify:track:4MzhmCOgPB7xb87f1CXjlA
2020-02-29,After Hours,The Weeknd,spotify:track:2p8IUWQDrpjuFltbdgLOag
2020-02-29,Ignorantes,Bad Bunny   Sech,spotify:track:38RIEav39FGi86jppxO0du
2020-02-29,Stain,A Boogie Wit da Hoodie  DaBaby,spotify:track:0dIz1I7IwX5ardG47AHxCZ
2020-02-29,Come Around Me,Justin Bieber,spotify:track:2o9LAypwGH4ctV0i9boo6d
2020-02-29,Cinderella Story,A Boogie Wit da Hoodie,spotify:track:18AIesWCXvIbXu8RqQw1E1
2020-02-29,Habitual,Justin Bieber,spotify:track:40qyPyljksBEqlNw5sW37T
2020-02-29,All Around Me,Justin Bieber,spotify:track:5Py8zRKGkZvgHniVVtvNCN
2020-03-07,ON,BTS,spotify:track:0fZRNhPJ4AGmwY7rkpdbqK
2020-03-07,Lil Top,YoungBoy Never Broke Again,spotify:track:1aMokXl3uKDvCh4BBcjFOA
2020-03-07,Red Eye,YoungBoy Never Broke Again,spotify:track:3qHgGyJY4GpXNOK4WL4NSo
2020-03-07,Fine By Time,YoungBoy Never Broke Again,spotify:track:0KVEBQA98JvkmB5ZydQ13k
2020-03-07,Bad Bad,YoungBoy Never Broke Again,spotify:track:2OUY5NdALupSoIQN9ZBH1a
2020-03-07,Knocked Off,YoungBoy Never Broke Again,spotify:track:7MYFKS7XpVz1JQDK38pr8N
2020-03-07,Moral Of The Story,Ashe  Niall Horan,spotify:track:5v6qYImm5k36GHlFxdEZyv
2020-03-07,RIP Lil Phat,YoungBoy Never Broke Again,spotify:track:5YEAvnL3klXUE7etBXvMlp
2020-03-07,My Time,BTS,spotify:track:0YJFlxeHMUr9MxSDQVuQJA
2020-03-07,Long RD,YoungBoy Never Broke Again,spotify:track:4RhRDVXc3xFojyyjyh1jmN
2020-03-07,Filter,BTS,spotify:track:4bZZVcgWWMWPBwzTTp642w
2020-03-07,Bat Man,YoungBoy Never Broke Again,spotify:track:6fEdWrEYspdneQMNIT33I4
2020-03-07,Shake The Room,Pop Smoke  Quavo,spotify:track:7rSnKi58HPIVC0FVyh04Q1
2020-03-07,Feel Me,Selena Gomez,spotify:track:4mt7C6wYeTUWDDk7xKym9w
2020-03-14,Stupid Love,Lady Gaga,spotify:track:7yBbV2k2S2uhaQc24NF2xt
2020-03-14,Heatin Up,Lil Baby   Gunna,spotify:track:7KSSdFCBHCfq4KPzz78ghk
2020-03-14,That Way,Lil Uzi Vert,spotify:track:5raTDhlbxFDnpn89bxArdH
2020-03-14,Commercial,Lil Baby  Lil Uzi Vert,spotify:track:3tDqEKKUs6gf8zMvSuLyLA
2020-03-14,Live Off My Closet,Lil Baby  Future,spotify:track:6AyWdCtEn1DdxjnxPeojR2
2020-03-14,Emotionally Scarred,Lil Baby,spotify:track:7ge7BHazYbVKi8qyZUX1Bm
2020-03-14,Si Veo A Tu Mama,Bad Bunny,spotify:track:41wtwzCZkXwpnakmwJ239F
2020-03-14,La Dificil,Bad Bunny,spotify:track:6NfrH0ANGmgBXyxgV2PeXt
2020-03-14,PTSD,G Herbo  Chance The Rapper  Juice WRLD   Lil Uzi Vert,spotify:track:1C8ux1YWLMHCenYJFiIV4Z
2020-03-14,Grace,Lil Baby   42 Dugg,spotify:track:01JMnRUs2YOK6DDpdQASGY
2020-03-14,La Santa,Bad Bunny Daddy Yankee,spotify:track:69vlMrzHwATKzupwNcUPyK
2020-03-14,Get Ugly,Lil Baby,spotify:track:20Yz5dzjdTCVjXte9KrJbi
2020-03-14,No Sucker,Lil Baby   Moneybagg Yo,spotify:track:6A9wHAasMxed0firnDao1K
2020-03-14,How,Lil Baby,spotify:track:62nb5YUYUqtYJhVPwRhCke
2020-03-14,The Other Side,SZA Justin Timberlake,spotify:track:463PQggkmk5tTw8ug0ahOX
2020-03-14,Pero Ya No,Bad Bunny,spotify:track:75pQqzwgCjUOSSy5CpmAjy
2020-03-14,Forever,Lil Baby  Lil Wayne,spotify:track:3EVzllf30zIBAtKb75bs1W
2020-03-14,Yo Perreo Sola,Bad Bunny,spotify:track:0SqqAgdovOE24BzxIClpjw
2020-03-14,Same Thing,Lil Baby,spotify:track:2XEsbmynS9dLSzNSuZzfXF
2020-03-14,Safaera,Bad Bunny  Jowell   Randy   Nengo Flow,spotify:track:2DEZmgHKAvm41k4J3R2E9Y
2020-03-14,Bichiyal,Bad Bunny   Yaviah,spotify:track:4j4w4CXm6BSr0s25wAWrrX
2020-03-14,We Should,Lil Baby   Young Thug,spotify:track:5ixKkLQSriCQakDWbdW8qD
2020-03-14,Solia,Bad Bunny,spotify:track:7sOfmPd18RWp3FoCzpa7Kw
2020-03-14,Esta Cabron Ser Yo,Bad Bunny Anuel AA,spotify:track:4saHEjXw7O1NXJOzBkUKKG
2020-03-14,Sunday Best,Surfaces,spotify:track:1qYKWcEOrh2tM8PlgIm8K1
2020-03-14,Can t Explain,Lil Baby,spotify:track:3PSUg0M68bXMb8vQJIPMZO
2020-03-21,Baby Pluto,Lil Uzi Vert,spotify:track:7hav1MHURQf5SAoPk0egqh
2020-03-21,Lo Mein,Lil Uzi Vert,spotify:track:6CUP2khYzdphXebxVTfPE3
2020-03-21,Silly Watch,Lil Uzi Vert,spotify:track:5egD7A5x9AHdVO2fMo3Wbo
2020-03-21,P2,Lil Uzi Vert,spotify:track:3kW4z2pIj5VY5fLjBrMRL5
2020-03-21,I Love Me,Demi Lovato,spotify:track:2IHLaN6wwYKQ3S24NsQqpA
2020-03-21,Homecoming,Lil Uzi Vert,spotify:track:6vxU64pcIuQ38O015Zy4qj
2020-03-21,B.S.,Jhene Aiko  H.E.R.,spotify:track:63wx9vdskaXbYxyDx4oJCZ
2020-03-21,Prices,Lil Uzi Vert,spotify:track:4YcWzLSnGqLjSCycuSMHnn
2020-03-21,POP,Lil Uzi Vert,spotify:track:1jDbQz6tr52WgScCTXMnaN
2020-03-21,Bigger Than Life,Lil Uzi Vert,spotify:track:2oHDJHNondITqbl8xZ9vPn
2020-03-21,Celebration Station,Lil Uzi Vert,spotify:track:25B5fGr9K0VdZJiRFsnMO4
2020-03-21,You Better Move,Lil Uzi Vert,spotify:track:6YAxCn4juTWn5hWl2hzHGw
2020-03-21,I m Sorry,Lil Uzi Vert,spotify:track:5V5Xpbmqi2rp1xSJWZTvYu
2020-03-21,Venetia,Lil Uzi Vert,spotify:track:3BYIzNZ3t9lRQCACXSMLrT
2020-03-21,Chrome Heart Tags,Lil Uzi Vert,spotify:track:46mT9NR7N9Zf5MolcrBgE3
2020-03-21,Bust Me,Lil Uzi Vert,spotify:track:4wBcaYqLPm7EtDVoJQORU4
