date,track,artist,URI
2020-08-08,This Is Me Trying,Taylor Swift,spotify:track:7kt9e9LFSpN1zQtYEl19o1
2020-08-08,Betty,Taylor Swift,spotify:track:5kI4eCXXzyuIUXjQra0Cxi
2020-08-08,Illicit Affairs,Taylor Swift,spotify:track:2NmsngXHeC1GQ9wWrzhOMf
2020-08-08,Nobody s Love,Maroon 5,spotify:track:2ST72jD2KVe7f3fbcGyX1b
2020-08-08,Mad Woman,Taylor Swift,spotify:track:2QDyYdZyhlP2fp79KZX8Bi
2020-08-08,Lion King On Ice,J. Cole,spotify:track:1ZvBVbsaNqHEP6ymXaPGlj
2020-08-08,Happy Anywhere,Blake Shelton  Gwen Stefani,spotify:track:6LVzOLJkzG3C4hLNOdaBry
2020-08-08,Epiphany,Taylor Swift,spotify:track:08fa9LFcFBTcilB3iq2e2A
2020-08-08,Peace,Taylor Swift,spotify:track:7MbT4I8qGntX4fMdqMQgke
2020-08-08,Un Dia  One Day,J Balvin  Dua Lipa  Bad Bunny   Tainy,spotify:track:0EhpEsp4L0oRGM0vmeaN5e
2020-08-08,Hoax,Taylor Swift,spotify:track:6MWoRt97mnSTXZhu3ggi9C
2020-08-08,Perfect,Logic,spotify:track:5jbDih9bLGmI8ycUKkN5XA
2020-08-15,My Future,Billie Eilish,spotify:track:2ygvZOXrIeVL4xZmAWJT2C
2020-08-15,Move Ya Hips,A$AP Ferg  Nicki Minaj   MadeinTYO,spotify:track:5esKpsrB3TbGHwFaAjIGMx
2020-08-15,I Should Probably Go To Bed,Dan   Shay,spotify:track:5ovVcYo2MvjVydFwFyaaqy
2020-08-15,No Dribble,DaBaby Stunna 4 Vegas,spotify:track:1gIlID64VBhXDDnzGDdn09
2020-08-22,WAP,Cardi B  Megan Thee Stallion,spotify:track:4Oun2ylbjFKMPTiaSbbCih
2020-08-22,Smile,Juice WRLD   The Weeknd,spotify:track:6wQlQrTY5mVS8EGaFZVwVF
2020-08-22,Letter From Houston,Rod Wave,spotify:track:64NX4R1rgHb1LMLDAnNNPp
2020-08-22,Kings   Queens,Ava Max,spotify:track:7a53HqqArd4b9NF4XAmlbI
2020-08-22,My Ex s Best Friend,Machine Gun Kelly blackbear,spotify:track:7kDUspsoYfLkWnZR7qwHZl
2020-08-22,Mood,24kGoldn  iann dior,spotify:track:4jPy3l0RUwlUI9T5XHBW2m
2020-08-22,Freestyle,Rod Wave,spotify:track:4RAx7olzEuHXZsIyZPK0kN
2020-08-22,Some Girls,Jameson Rodgers,spotify:track:4DCyfwekbYsNEzsYOG77el
2020-08-22,La Jeepeta,Nio Garcia Anuel AA Myke Towers Brray Juanka,spotify:track:1mohfLaTJtB2RplHLQVM70
2020-08-22,B tch From da Souf,Mulatto,
2020-08-29,Laugh Now Cry Later,Drake  Lil Durk,spotify:track:2SAqBLGA283SUiwJ3xOUVI
2020-08-29,7 Summers,Morgan Wallen,spotify:track:4obHzpwGrjoTuZh2DItEMZ
2020-08-29,Midnight Sky,Miley Cyrus,spotify:track:4i2qxFEVVUi8yOYoxB8TCX
2020-08-29,Kacey Talk,YoungBoy Never Broke Again,spotify:track:1SF8piqsZWn86DajVKih8F
2020-08-29,Heather,Conan Gray,spotify:track:4xqrdfXkTW4T0RauPLv3WA
2020-08-29,Lemonade,Internet Money   Gunna  Don Toliver   NAV,spotify:track:1p0rEzrK7YtdRZVtiyV7RN
2020-08-29,24,Money Man  Lil Baby,spotify:track:0xUvi7wldroBzaZCengPa5
2020-08-29,Caramelo,Ozuna Karol G Myke Towers,spotify:track:67jvGGbJmOmVonlyX3mNkV
2020-08-29,Lonely If You Are,Chase Rice,spotify:track:678ZYWiGobZ6fZmcZF0KP2
2020-09-05,Dynamite,BTS,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW
2020-09-05,The Plan,Travis Scott,spotify:track:551xyaSJsg8hILXFq9JdST
2020-09-05,Hawai,Maluma   The Weeknd,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F
2020-09-05,All In,YoungBoy Never Broke Again,spotify:track:7CdoE8U5DwrwCaLoyf3ME0
2020-09-05,You Broke Me First.,Tate McRae,spotify:track:45bE4HXI0AwGZXfZtMp8JR
2020-09-05,Spicy,Nas  Fivio Foreign   A$AP Ferg,spotify:track:661wc0CTq5MbppEG6zYP5n
2020-09-12,Ice Cream,BLACKPINK Selena Gomez,spotify:track:4JUPEh2DVSXFGExu4Uxevz
2020-09-12,Over Now,Calvin Harris The Weeknd,spotify:track:58AGoOGbwsQMhBbH0eFLRR
2020-09-12,Starting Over,Chris Stapleton,spotify:track:3K07bGe8iljQ3mOKArHLDo
2020-09-12,Blastoff,Internet Money  Juice WRLD   Trippie Redd,spotify:track:2EL58P9iKGM5L2sO203i5y
2020-09-12,Expensive,Ty Dolla $ign  Nicki Minaj,spotify:track:2Kv3JWOzRJsaen5vjmTVJL
2020-09-12,Lets Link,WhoHeem,spotify:track:6fMzgFFGzWCwiHMzDzNpp5
2020-09-12,Ain t Always The Cowboy,Jon Pardi,spotify:track:77XoAnllT85lmR9WP0D8dS
2020-09-19,Hit Different,SZA  Ty Dolla $ign,spotify:track:7Bar1kLTmsRmH6FCKKMEyU
2020-09-19,The Voice,Lil Durk,spotify:track:61FfbHfk4qT8ZzNA5dqN9j
2020-09-19,Relacion,Sech  Daddy Yankee   J Balvin  ROSALIA   Farruko,spotify:track:35UUpTmrcFXNIVIN26ujXl
2020-09-19,Wolves,Big Sean  Post Malone,spotify:track:33gwZOGJWEZ7dRWPqPxBEZ
2020-09-19,Lithuania,Big Sean  Travis Scott,spotify:track:4VLTxHOyFX5FRtkpsFm5Pc
2020-09-19,Deep Reverence,Big Sean  Nipsey Hussle,spotify:track:2CDcXWYWilHTXrsOXJza8n
2020-09-19,Love You Like I Used To,Russell Dickerson,spotify:track:1D7cfiC5mxqHfTCcOiRBej
2020-09-19,Body Language,Big Sean  Ty Dolla $ign   Jhene Aiko,spotify:track:6FXsrAH7Zol1jusSeJIoYA
2020-09-19,Everywhere But On,Matt Stell,spotify:track:0ifYeH4gNXEyba41xr3I1w
2020-09-19,Why Would I Stop,Big Sean,spotify:track:46hDiH4YvAWXE04GskkIHS
2020-09-26,My Window,YoungBoy Never Broke Again  Lil Wayne,spotify:track:7IECs9d4Rrlpa7tiHOCE1w
2020-09-26,OK Not To Be OK,Marshmello   Demi Lovato,spotify:track:0zzVTGyRrWpQu8Fr28NRAv
2020-09-26,Drug Addiction,YoungBoy Never Broke Again,spotify:track:1jWHtG4UXwH7JkEGY559Pa
2020-09-26,Gone Too Soon,Andrew Jannakos,spotify:track:07mnxqYqssab1EEBynCuQ4
2020-09-26,Dead Trollz,YoungBoy Never Broke Again,spotify:track:6sk8haR99TFmwp9S5U7fac
2020-09-26,Cross Roads,YoungBoy Never Broke Again,spotify:track:16oNc3gAxjqO7ifVoEYqCR
2020-09-26,The Last Backyard...,YoungBoy Never Broke Again,spotify:track:17BBRv0iYOVlcbMjJUSfBO
2020-09-26,Right Foot Creep,YoungBoy Never Broke Again,spotify:track:6FiySur7YZL0Kff2YVGsEB
2020-09-26,You Got It,VEDO,spotify:track:4lsHZ92XCFOQfzJFBTluk8
2020-09-26,Dirty Stick,YoungBoy Never Broke Again,spotify:track:0nEWVyeYLtIi3JUHpASGiU
2020-10-03,Holy,Justin Bieber  Chance The Rapper,spotify:track:5u1n1kITHCxxp8twBcZxWy
2020-10-03,Diamonds,Sam Smith,spotify:track:1hJIbOjWpid6LtnozHmzRS
2020-10-03,One Too Many,Keith Urban Duet With P nk,
2020-10-03,Without You,Luke Combs  Amanda Shires,spotify:track:3zxAw8PaqpeGZ3Pakkxv3J
2020-10-03,Dolly,Lil Tecca   Lil Uzi Vert,spotify:track:77Xwqkw7VrV8E5FCq9JhO8
2020-10-03,When You Down,Lil Tecca   Polo G  Lil Durk,spotify:track:5kTn07V96U8LyoQgz6DZzX
2020-10-03,Me Gusta,Anitta  Cardi B   Myke Towers,spotify:track:7e1VoRlNumuEkXlITMHKLE
2020-10-03,Wet.  She Got That...,YFN Lucci,spotify:track:4GurWpxvH3NoWz9f9wirPq
2020-10-03,Whole Lotta Choppas,Sada Baby  Nicki Minaj,spotify:track:1IlJZCRthVEPlksVzj3JWY
2020-10-03,Blind,DaBaby  Young Thug,spotify:track:2T5NBwKRySiCR78vVk08vr
2020-10-10,Franchise,Travis Scott  Young Thug   M.I.A.,spotify:track:4jVBIpuOiMj1crqd8LoCrJ
2020-10-10,Forget Me Too,Machine Gun Kelly   Halsey,spotify:track:1VSuFS7PahCN3SWbOcQ98m
2020-10-10,Epidemic,Polo G,spotify:track:1SjBcdzWbs79UTCrH4qXJf
2020-10-10,Bloody Valentine,Machine Gun Kelly,spotify:track:6mADjHs6FXdroPzEGW6KVJ
2020-10-10,U 2 Luv,Ne-Yo   Jeremih,spotify:track:3862MQcbNmghGJDfk8cOJi
2020-10-10,Better,Zayn,spotify:track:5CBnWXD8M7e8Q6WubFLtXy
2020-10-10,Drunk Face,Machine Gun Kelly,spotify:track:3k0YJnqMKRZb8swo86vCkq
2020-10-10,Big  Big Plans,Chris Lane,spotify:track:7yNJCsUH3tXlpQiHSsAc5l
2020-10-10,Ay  Dios Mio,Karol G,spotify:track:7x4ASXYEKfQBCewcZhK776
2020-10-10,Good Time,Niko Moon,spotify:track:2S8UMuLJ0z8agFgFGJ6Ztt
2020-10-10,Put Your Records On,Ritt Momney,spotify:track:6AGOKlMZWLCaEJGnaROtF9
2020-10-10,Money Over Fallouts,Tory Lanez,spotify:track:6wxQ60q4I3qWNjwBgftVN0
2020-10-17,Runnin,21 Savage   Metro Boomin,spotify:track:5SWnsxjhdcEDc7LJjq9UHk
2020-10-17,Right Now,21 Savage   Metro Boomin  Drake,spotify:track:4Q34FP1AT7GEl9oLgNtiWj
2020-10-17,Wonder,Shawn Mendes,spotify:track:6ZuahEctZD6w75peme58hm
2020-10-17,Glock In My Lap,21 Savage   Metro Boomin,spotify:track:6pcywuOeGGWeOQzdUyti6k
2020-10-17,Dreams,Fleetwood Mac,spotify:track:0ofHAoxe9vBkTCp2UQIavz
2020-10-17,Rich N gga Sh t,21 Savage   Metro Boomin  Young Thug,spotify:track:1Wt5tponmRQp7JgasjIvSf
2020-10-17,Don t Stop,Megan Thee Stallion  Young Thug,spotify:track:3yv7994DWTEk3ihwy75YBQ
2020-10-17,Slidin,21 Savage   Metro Boomin,spotify:track:7fxSLnklnayJNBIKntXedZ
2020-10-17,Many Men,21 Savage   Metro Boomin,spotify:track:3CDVMejYHnB1SkEEx0T1N4
2020-10-17,Fallin,Why Don t We,spotify:track:6nfqlFOMiWthaOEa53uU0v
2020-10-17,Outta Time,Bryson Tiller  Drake,spotify:track:4SCnCPOUOUXUmCX2uHb3r7
2020-10-17,My Dawg,21 Savage   Metro Boomin,spotify:track:42Tohunwlh34o0mgxYx5iq
2020-10-17,Brand New Draco,21 Savage   Metro Boomin,spotify:track:4V9ynsDPwHtdItksqjuRu0
2020-10-17,Lovesick Girls,BLACKPINK,spotify:track:4Ws314Ylb27BVsvlZOy30C
2020-10-17,Snitches   Rats,21 Savage   Metro Boomin  Young Nudy,spotify:track:3WaDoMDQRqDdgtCDLxanpN
2020-10-17,No Opp Left Behind,21 Savage   Metro Boomin,spotify:track:50I7FNN2rl2rWiNwGxS146
2020-10-17,Levitating,Dua Lipa  DaBaby,spotify:track:5nujrmhLynf4yMoMtj8AQF
2020-10-17,Steppin On N ggas,21 Savage   Metro Boomin,spotify:track:6higdpilQBtxJDp1vUuPaw
2020-10-17,RIP Luv,21 Savage   Metro Boomin,spotify:track:1wGnp7ejkCuXRsehXx0PNP
2020-10-17,Always Forever,Bryson Tiller,spotify:track:1LV5cAo02H8h5YlZNcjULM
2020-10-17,Years Go By,Bryson Tiller,spotify:track:4SVTus5gJc5cfkFZ8ELK1p
2020-10-17,Said N Done,21 Savage   Metro Boomin,spotify:track:11XegnWeJHBDtj9IsNwngu
2020-10-24,Baby  I m Jealous,Bebe Rexha  Doja Cat,spotify:track:2fTdRdN73RgIgcUZN33dvt
2020-10-24,Hole In The Bottle,Kelsea Ballerini,spotify:track:2yySWxfeRN2QRZnFMnYMQl
2020-10-24,Sofia,Clairo,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM
2020-10-31,Lonely,Justin Bieber   Benny Blanco,spotify:track:3S8jK1mGzQi24ilFb45DAZ
2020-10-31,You re Mines Still,Yung Bleu  Drake,spotify:track:6tiKwZppNjrls8RsPQwK6r
2020-10-31,Hate The Way,G-Eazy  blackbear,spotify:track:3QGppKBPd9gHOgHJzRbVIw
2020-10-31,Canceled,Larray,spotify:track:3VxOgQ9o1aKonFx4d5lPR3
2020-10-31,Happy Does,Kenny Chesney,spotify:track:2v08cjj3Th8RpfJgluECcj
2020-10-31,Throat Baby  Go Baby,BRS Kash,spotify:track:15C4TnrrVdym7UykxQIOTZ
2020-10-31,Pardon,T.I.  Lil Baby,spotify:track:5W3z7a1dBlERTBAye0murh
2020-10-31,Champagne Night,Lady A,spotify:track:48F2xnWq3LuzYWML327Z2r
2020-11-07,Positions,Ariana Grande,spotify:track:35mvY5S1H3J2QZyna3TFe0
2020-11-07,Forever After All,Luke Combs,spotify:track:6IBcOGPsniK3Pso1wHIhew
2020-11-07,Tyler Herro,Jack Harlow,spotify:track:3w1WjD2zJqjBjDz5fwqQPJ
2020-11-07,Spicy,Ty Dolla $ign  Post Malone,spotify:track:5IUtvfNvOyVYZUa6AJFrnP
2020-11-07,The Other Guy,Luke Combs,spotify:track:0jcZ1uIHmvh6Is9T6hXOUk
2020-11-07,Damage,H.E.R.,spotify:track:2azM2WRIpQiB9ALfVmYtlW
2020-11-07,Back To The Streets,Saweetie  Jhene Aiko,spotify:track:3MEruRteiUZXkStfTlZqRn
2020-11-07,So Done,The Kid LAROI,spotify:track:5YnxnTS89l3FElIwfIAeSs
2020-11-07,Cold As You,Luke Combs,spotify:track:7IWV29mryrqtO0JVgnPtfv
2020-11-07,Practice,DaBaby,spotify:track:4Z5FyQlevoHoa5FsIVKZju
2020-11-07,La Toxica,Farruko,spotify:track:15OjBeqNX3bShsGYQbteRv
2020-11-07,Head   Heart,Joel Corry MNEK,spotify:track:6cx06DFPPHchuUAcTxznu9
2020-11-07,Wine  Beer  Whiskey,Little Big Town,spotify:track:5avVDmK9FVJpd3MDO8I3Zl
2020-11-14,34 35,Ariana Grande,spotify:track:6Im9k8u9iIzKMrmV7BWtlF
2020-11-14,Dakiti,Bad Bunny   Jhay Cortez,spotify:track:47EiUVwUp4C9fGccaPuUCS
2020-11-14,Motive,Ariana Grande  Doja Cat,spotify:track:5GkQIP5mWPi4KZLLXeuFTT
2020-11-14,Off The Table,Ariana Grande  The Weeknd,spotify:track:7E1jVNoWuemqUryI4FxsVD
2020-11-14,pov,Ariana Grande,spotify:track:3UoULw70kMsiVXxW0L3A33
2020-11-14,Just Like Magic,Ariana Grande,spotify:track:7Dx9Z6Aon1qPS2N0rHSWTe
2020-11-14,Shut Up,Ariana Grande,spotify:track:3ko9jEHNt4O5fjKN65ULJp
2020-11-14,Nasty,Ariana Grande,spotify:track:0sci7ppTZFm4mjcH3nu8yO
2020-11-14,Safety Net,Ariana Grande  Ty Dolla $ign,spotify:track:14gkWVFMwdxBMyqBw1wmIg
2020-11-14,Six Thirty,Ariana Grande,spotify:track:2IKJtXeR5UsaUjZB46fTOK
2020-11-14,My Hair,Ariana Grande,spotify:track:6u7gmPOz7pzzaeR9xSBpsR
2020-11-14,Obvious,Ariana Grande,spotify:track:0q85C1JiECyYIQthz1posA
2020-11-14,West Side,Ariana Grande,spotify:track:1whfVLMKWqAX3uk97VXsNN
2020-11-14,Love Language,Ariana Grande,spotify:track:6NYtLvyThMT0oALFdJFdzq
2020-11-14,Weeeeee,Trippie Redd,spotify:track:5fgKVQQsTayWtG8wytfDpn
2020-11-14,Stay Down,Lil Durk  6LACK   Young Thug,spotify:track:49hdeJtcG2zgK4Nd83JcJN
2020-11-14,Thick,DJ Chose  BeatKing,spotify:track:0YYNIGKgAk34vZkV2NySie
2020-11-14,Take You Dancing,Jason Derulo,spotify:track:59qrUpoplZxbIZxk6X0Bm3
2020-11-21,What That Speed Bout,Mike WiLL Made-It  Nicki Minaj   YoungBoy Never Broke Again,spotify:track:5iZ5wjTTxSIv8Cfrhj6Jla
2020-11-21,Took Her To The O,King Von,spotify:track:7fEoXCZTZFosUFvFQg1BmW
2020-11-21,Don t Need Friends,NAV  Lil Baby,spotify:track:4x3mum2YGHtIBrgUKiNt4F
2020-11-21,The Code,King Von  Polo G,spotify:track:5NOUjBikzECEJyZMTxtErD
2020-11-21,Tragic,The Kid LAROI  YoungBoy Never Brok Again   Internet Money,spotify:track:6ilmDtTR9yGrZCIOnMLNQy
2020-11-21,All These N  gas,King Von  Lil Durk,
2020-11-21,Crazy Story 2.0,King Von  Lil Durk,
2020-11-21,Always Do,The Kid LAROI,spotify:track:7gCe88FGMlkyURLPxglbAo
2020-11-21,Young Wheezy,NAV With Gunna,spotify:track:0bMyxvtbPa7HFemLjzw0xX
2020-11-21,Beers and Sunshine,Darius Rucker,spotify:track:7mo8P3F0WJ2TMt1eXqGU06
2020-11-21,Therefore I Am,Billie Eilish,spotify:track:54bFM56PmE4YLRnqpW6Tha
2020-11-21,Whoopty,CJ,spotify:track:5vGLcdRuSbUhD8ScwsGSdA
2020-11-21,F ck You  Goodbye,The Kid LAROI  Machine Gun Kelly,spotify:track:0c34ovpXiMWWUbKX0IavIH
2020-11-28,Drankin N Smokin,Future   Lil Uzi Vert,spotify:track:0k7wmahjkn389wAZdz19Cv
2020-11-28,Holiday,Lil Nas X,spotify:track:6zFMeegAMYQo0mt8rXtrli
2020-11-28,Stripes Like Burberry,Future   Lil Uzi Vert,spotify:track:6lt8iodSkYWEV0ifKCSlfg
2020-11-28,That s It,Future   Lil Uzi Vert,spotify:track:5n6gBhdEjCuj3obgCoTEFD
2020-11-28,Real Baby Pluto,Future   Lil Uzi Vert,spotify:track:1rP5gAqMlm8d6UnfseuzSm
2020-11-28,Iris,Phoebe   Maggie,
2020-11-28,Marni On Me,Future   Lil Uzi Vert,spotify:track:6NaVCCFGylOLZAgk5eTTid
2020-11-28,Million Dollar Play,Future   Lil Uzi Vert,spotify:track:7liO3TEHfUqLnIlN54CW1D
2020-11-28,Sleeping On The Floor,Future   Lil Uzi Vert,spotify:track:0DUHmrwC8ZviGGC2o2JBy1
2020-11-28,What s Your Country Song,Thomas Rhett,spotify:track:4oR2cCQGs0Yt0Mgr2diV6V
2020-11-28,Plastic,Future   Lil Uzi Vert,spotify:track:6GK5du9ndZ7ZwMBrTRTGMH
2020-11-28,Rockstar Chainz,Future,spotify:track:0NXeZp31dd0cJ9t8FdKsTg
2020-11-28,Bought A Bad Bitch,Future   Lil Uzi Vert,spotify:track:5syD6f38Jhckk5g9DgoCta
2020-12-05,Life Goes On,BTS,spotify:track:5FVbvttjEvQ8r2BgUcJgNg
2020-12-05,Monster,Shawn Mendes   Justin Bieber,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1
2020-12-05,Body,Megan Thee Stallion,spotify:track:0A1hoCfMLkiAgvhWkkucJa
2020-12-05,Blue   Grey,BTS,spotify:track:7Ki0hse0IfXEcXUlpyECbJ
2020-12-05,Stay,BTS,spotify:track:0TdWVbcerMAcvljXrl9gpG
2020-12-05,Somebody s Problem,Morgan Wallen,spotify:track:42lqBjPYlmL1EXpMDXvhSN
2020-12-05,Still Goin Down,Morgan Wallen,spotify:track:2Qz8kpCjxulML39zB6gQxY
2020-12-05,Prisoner,Miley Cyrus  Dua Lipa,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B
2020-12-05,Fly To My Room,BTS,spotify:track:1NHl9g36Ebu3g16y0vtUNV
2020-12-05,Telepathy,BTS,spotify:track:6Fnvi5QnVkTskSzeRvvQds
2020-12-05,Cry Baby,Megan Thee Stallion  DaBaby,spotify:track:4aarlAfLKVCTxUDNgbwhjH
2020-12-05,Dis-ease,BTS,spotify:track:0hxeouHqP3qzpTHerA7ha2
2020-12-05,Shots Fired,Megan Thee Stallion,spotify:track:3yhhv0VCmKkAWD9ysDLpTE
2020-12-05,Livin  The Dream,Morgan Wallen,spotify:track:3O9lWje3TSupR4vObAg9Yu
2020-12-05,Pain Away,Meek Mill  Lil Durk,spotify:track:1SBgI8NDCkKLFFQgwzmsVX
2020-12-05,Do It On The Tip,Megan Thee Stallion  City Girls   Hot Girl Meg,spotify:track:2993VQSr7a2Dj5hI5xcWG0
2020-12-05,Circles,Megan Thee Stallion,spotify:track:08TILUAN56HJoS1d9mNRty
2020-12-05,Bichota,Karol G,spotify:track:7vrJn5hDSXRmdXoR30KgF1
2020-12-05,Cover Me Up,Morgan Wallen,spotify:track:0mKnuxVkPi5h0kuvZl44VM
2020-12-12,It s Beginning To Look A Lot Like Christmas,Michael Buble,spotify:track:5a1iz510sv2W9Dt1MvFd5R
2020-12-12,La Noche de Anoche,Bad Bunny   ROSALIA,spotify:track:2XIc1pqjXV3Cr2BQUGNBck
2020-12-12,Te Mudaste,Bad Bunny,spotify:track:5RubKOuDoPn5Kj5TLVxSxY
2020-12-12,Yo Visto Asi,Bad Bunny,spotify:track:5fROvzNghPid8mbKNDYvpJ
2020-12-12,Dicked Down In Dallas,Trey Lewis,spotify:track:3R0l4ivVzkajiNAYH07ZKl
2020-12-12,Haciendo Que Me Amas,Bad Bunny,spotify:track:26QApq0cuO9brJigr0C0W4
2020-12-12,Te Deseo Lo Mejor,Bad Bunny,spotify:track:23XjN1s3DZC8Q9ZwuorYY4
2020-12-12,Under The Mistletoe,Kelly Clarkson   Brett Eldredge,spotify:track:2K4XbdyLxi9jhqVQeyUKRK
2020-12-12,Booker T,Bad Bunny,spotify:track:26w9NTiE9NGjW1ZvIOd1So
2020-12-12,El Mundo Es Mio,Bad Bunny,spotify:track:36DHxTW2xdr9GG15T9oK9L
2020-12-12,Hoy Cobre,Bad Bunny,spotify:track:0tjZv2hChdHZCW1zFXpy1J
2020-12-12,Rockin  Around The Christmas Tree,Justin Bieber,spotify:track:19pDGIQMBBBzteNjmzzjDN
2020-12-12,Maldita Pobreza,Bad Bunny,spotify:track:0Lsis3LB0XAK6XlTHXaJk2
2020-12-12,La Droga,Bad Bunny,spotify:track:67ACYA3UI6QMNtHX6b34wX
2020-12-12,Favorite Time Of Year,Carrie Underwood,spotify:track:2aq7ZO1is1czoQAh076QFU
2020-12-19,On Me,Lil Baby,spotify:track:4Iedi94TIaB2GGb1nMB68v
2020-12-19,Santa Tell Me,Ariana Grande,spotify:track:0lizgQ7Qw35od7CYaoMBZb
2020-12-19,Errbody,Lil Baby,spotify:track:6eVxH9Kyanzrw636zJRPcw
2020-12-19,Wonderful Christmastime,Paul McCartney,spotify:track:1SV1fxF65n9NhRHp3KlBuu
2020-12-19,Without You,The Kid LAROI,spotify:track:1KMkcUvF7m3SDChDOa7i5L
2020-12-19,Real Shit,Juice WRLD Benny Blanco,spotify:track:3uVPLtkmDu8pDkYEAVqbgS
2020-12-19,Oh Santa,Mariah Carey  Ariana Grande   Jennifer Hudson,spotify:track:1Ri9P0ZPrqr6h0REDRdJBd
2020-12-19,Take Me Home For Christmas,Dan   Shay,spotify:track:72HP2M4jjw4t0AIGdEVGEF
2020-12-19,Hallelujah,Carrie Underwood   John Legend,spotify:track:2olKV1Kl0yp2WdK78jcFsR
2020-12-19,Silent Night,Carrie Underwood,spotify:track:3z63V6OraICzWEyTCcbezn
2020-12-26,Willow,Taylor Swift,spotify:track:0lx2cLdOt3piJbcaXIV74f
2020-12-26,Champagne Problems,Taylor Swift,spotify:track:0sY6ZUTh4yoctD8VIXz339
2020-12-26,No Body  No Crime,Taylor Swift  HAIM,spotify:track:6uwfVkaOM1mcMkFmSn35ix
2020-12-26,Tis The Damn Season,Taylor Swift,spotify:track:7dW84mWkdWE5a6lFWxJCBG
2020-12-26,Gold Rush,Taylor Swift,spotify:track:5BK0uqwY9DNfZ630STAEaq
2020-12-26,Tequila Shots,Kid Cudi,spotify:track:30KctD1WsHKTIYczXjip5a
2020-12-26,Tolerate It,Taylor Swift,spotify:track:0PurA4JVJ8YQgSVopY8fn6
2020-12-26,Deck The Halls,Nat King Cole,spotify:track:1TH5fhztFZmUGWaCXmZ6ie
2020-12-26,She Knows This,Kid Cudi,spotify:track:1xzUQMiCoY5pdego0pHMeV
2020-12-26,Happiness,Taylor Swift,spotify:track:55Vf4bimc1Rtfg0PAQRAo2
2020-12-26,Show Out,Kid Cudi  Skepta   Pop Smoke,spotify:track:5CFJRZRq6sdKKtRwNPWbYv
2020-12-26,Evermore,Taylor Swift  Bon Iver,spotify:track:6Wlq9rqkxrqj5Kls4Kw14H
2020-12-26,Ivy,Taylor Swift,spotify:track:19CSr8rwW05VJL2F91KFNK
2020-12-26,Coney Island,Taylor Swift  The National,spotify:track:2awNGIJHodfLZSClB3PYhz
2020-12-26,Another Day,Kid Cudi,spotify:track:6myUpr3GDR80Dg3zqNTmmG
2020-12-26,Dorothea,Taylor Swift,spotify:track:66tOfHVH3aUrscg8vExRV4
2020-12-26,Long Story Short,Taylor Swift,spotify:track:5VYWxXUpxuxEmCqMLDqICo
2020-12-26,Cowboy Like Me,Taylor Swift,spotify:track:1XjHRolIXL2M1EEOUsGGR4
2020-12-26,Way Out,Jack Harlow  Big Sean,spotify:track:57VeLYXrvNxe8Vs18K2M9W
2020-12-26,Marjorie,Taylor Swift,spotify:track:12ntTeqEeTg7GAVpe8Mhpl
2020-12-26,Solo Dolo III,Kid Cudi,spotify:track:27oVCAziETRbNuo5A8LNpg
2020-12-26,Dive,Kid Cudi,spotify:track:7Hc3YL8oDiAzbiAW32KXrw
2020-12-26,Closure,Taylor Swift,spotify:track:6a8aUhYbaQBUI8PcJ5ZmQ6
2020-12-26,Heaven On Earth,Kid Cudi,spotify:track:2koUj1Fn5TKFEkChSmBPIb
2020-12-26,Reminds Me Of You,The Kid LAROI   Juice WRLD,spotify:track:7CvDxoMzBxGxJ3eLatDgeF
2020-12-26,Sad People,Kid Cudi,spotify:track:4nuAslShoN77tq12fzwjUq
2020-12-26,Damaged,Kid Cudi,spotify:track:2n7Ao4nyESBa5ti8gcAbBt
2020-12-26,Beautiful Trip,Kid Cudi,spotify:track:4IIuCotvqijraSdnVLaFnM
